Índice;Release Date;Movie;Production Budget;Domestic Gross;Worldwide Gross
3139;10/5/2012;The Paperboy;$12.500.000;$677.200;$3.522.153
3140;3/1/2013;Ernest et Celestine;$12.500.000;$292.562;$9.376.444
3141;5/4/2012;A Little Bit of Heaven;$12.500.000;$10.011;$1.100.287
3142;11/18/1988;The Land Before Time;$12.300.000;$48.092.846;$81.972.846
3143;6/20/1975;Jaws;$12.000.000;$260.000.000;$470.700.000
3144;12/26/1973;The Exorcist;$12.000.000;$202.347.346;$400.214.478
3145;6/6/2014;The Fault in Our Stars;$12.000.000;$124.872.350;$307.166.834
3146;7/9/1999;American Pie;$12.000.000;$101.800.948;$234.723.148
3147;4/20/2012;Think Like a Man;$12.000.000;$91.547.205;$113.373.764
3148;4/16/2014;Heaven is for Real;$12.000.000;$91.386.097;$100.919.111
3149;12/12/1986;The Golden Child;$12.000.000;$79.817.937;$79.817.937
3150;6/4/1982;Star Trek II: The Wrath of Khan;$12.000.000;$78.912.963;$95.800.000
3151;9/13/2002;Barbershop;$12.000.000;$75.781.642;$77.063.461
3152;6/3/1983;WarGames;$12.000.000;$74.433.837;$74.433.837
3153;2/4/1994;Ace Ventura: Pet Detective;$12.000.000;$72.217.396;$107.217.396
3154;2/24/2012;Act of Valor;$12.000.000;$70.012.847;$82.497.035
3155;2/8/1985;Witness;$12.000.000;$65.532.576;$65.532.576
3156;8/11/2006;Step Up;$12.000.000;$65.328.121;$110.989.157
3157;2/3/2012;Chronicle;$12.000.000;$64.575.175;$123.681.790
3158;12/20/1996;Beavis and Butt,Head Do America;$12.000.000;$63.118.386;$63.118.386
3159;1/1/1970;Patton;$12.000.000;$62.500.000;$62.500.000
3160;3/2/2012;Project X;$12.000.000;$54.731.865;$103.028.188
3161;11/25/2016;Lion;$12.000.000;$51.728.731;$145.712.310
3162;12/25/1997;Jackie Brown;$12.000.000;$39.673.162;$74.727.492
3163;11/18/1983;Yentl;$12.000.000;$39.012.241;$39.012.241
3164;4/25/2008;Harold & Kumar Escape from Guantanamo Bay;$12.000.000;$38.108.728;$43.353.117
3165;11/22/2013;Philomena;$12.000.000;$37.709.979;$98.963.392
3166;11/6/1981;Time Bandits;$12.000.000;$37.400.000;$37.400.000
3167;2/15/2002;Crossroads;$12.000.000;$37.188.667;$57.000.000
3168;7/24/2015;Paper Towns;$12.000.000;$32.000.304;$85.512.300
3169;10/10/2008;Quarantine;$12.000.000;$31.691.811;$41.924.774
3170;8/21/2002;One Hour Photo;$12.000.000;$31.597.131;$52.223.306
3171;2/1/2008;The Eye;$12.000.000;$31.418.697;$57.577.765
3172;4/7/2004;Johnson Family Vacation;$12.000.000;$31.203.964;$31.286.759
3173;12/21/2001;How High;$12.000.000;$31.155.435;$31.222.395
3174;10/7/1960;Spartacus;$12.000.000;$30.000.000;$60.000.000
3175;9/1/2006;Crank;$12.000.000;$27.838.408;$43.924.923
3176;12/11/1992;The Muppet Christmas Carol;$12.000.000;$27.281.507;$27.281.507
3177;8/12/2016;Hell or High Water;$12.000.000;$27.007.844;$37.584.304
3178;10/25/2002;Frida;$12.000.000;$25.885.000;$56.131.239
3179;7/5/2012;Katy Perry: Part of Me;$12.000.000;$25.326.071;$32.700.439
3180;12/12/2014;Top Five;$12.000.000;$25.317.379;$25.514.848
3181;9/11/1998;Rounders;$12.000.000;$22.921.898;$22.921.898
3182;4/28/1967;Casino Royale;$12.000.000;$22.744.718;$41.744.718
3183;6/15/1979;Prophecy;$12.000.000;$22.673.340;$22.673.340
3184;1/30/2015;Project Almanac;$12.000.000;$22.348.241;$32.909.437
3185;5/14/2010;Just Wright;$12.000.000;$21.540.363;$21.867.665
3186;9/10/1999;Stir of Echoes;$12.000.000;$21.133.087;$21.133.087
3187;1/13/1995;Tales from the Crypt: Demon Knight;$12.000.000;$21.089.146;$21.089.146
3188;1/1/1978;The Boys from Brazil;$12.000.000;$19.000.000;$19.000.000
3189;3/11/2005;The Upside of Anger;$12.000.000;$18.761.993;$28.915.761
3190;3/3/2006;Aquamarine;$12.000.000;$18.597.342;$22.978.953
3191;11/15/2013;Nebraska;$12.000.000;$17.654.912;$24.761.360
3192;1/9/2004;My Baby's Daddy;$12.000.000;$17.321.573;$17.322.212
3193;10/5/2001;Max Keeble's Big Move;$12.000.000;$17.292.381;$17.292.381
3194;12/9/2011;Young Adult;$12.000.000;$16.311.571;$22.750.356
3195;11/1/2013;About Time;$12.000.000;$15.323.921;$89.309.178
3196;7/14/2017;Wish Upon;$12.000.000;$14.301.505;$20.743.742
3197;8/6/1997;Def Jam's How To Be a Player;$12.000.000;$14.010.363;$14.010.363
3198;10/30/1998;Living Out Loud;$12.000.000;$12.905.901;$12.905.901
3199;10/3/2008;Rachel Getting Married;$12.000.000;$12.796.861;$17.475.475
3200;3/20/1981;The Postman Always Rings Twice;$12.000.000;$12.200.000;$44.200.000
3201;12/12/2003;Girl with a Pearl Earring;$12.000.000;$11.634.362;$43.281.552
3202;2/10/1982;Das Boot;$12.000.000;$11.487.676;$84.970.337
3203;4/21/2017;Unforgettable;$12.000.000;$11.368.012;$15.668.012
3204;12/3/2004;House of Flying Daggers;$12.000.000;$11.050.094;$92.863.945
3205;3/22/2002;Sorority Boys;$12.000.000;$10.198.766;$12.516.222
3206;12/5/2008;Cadillac Records;$12.000.000;$8.195.551;$8.942.516
3207;9/14/2012;Arbitrage;$12.000.000;$7.919.574;$35.830.713
3208;10/24/1960;The Alamo;$12.000.000;$7.900.000;$7.900.000
3209;10/13/2017;Marshall;$12.000.000;$7.824.499;$7.865.187
3210;5/12/2000;Screwed;$12.000.000;$6.982.680;$6.982.680
3211;10/20/2006;Running With Scissors;$12.000.000;$6.860.000;$8.706.701
3212;9/3/1993;Fortress;$12.000.000;$6.730.578;$46.730.578
3213;6/1/2012;For Greater Glory;$12.000.000;$5.669.081;$10.026.255
3214;11/17/2006;For Your Consideration;$12.000.000;$5.549.923;$5.549.923
3215;11/20/1998;Celebrity;$12.000.000;$5.078.660;$6.200.000
3216;6/20/2003;From Justin to Kelly;$12.000.000;$4.922.166;$4.922.166
3217;6/6/1986;Invaders from Mars;$12.000.000;$4.884.663;$4.984.663
3218;3/22/1996;Girl 6;$12.000.000;$4.880.941;$4.880.941
3219;10/22/2003;In the Cut;$12.000.000;$4.717.455;$23.693.646
3220;2/22/2008;Charlie Bartlett;$12.000.000;$3.950.294;$5.295.909
3221;2/13/2009;Two Lovers;$12.000.000;$3.149.034;$16.349.034
3222;11/15/2013;La grande bellezza;$12.000.000;$2.883.879;$29.549.145
3223;2/15/2002;Last Orders;$12.000.000;$2.326.407;$2.326.407
3224;3/9/2007;Gwoemul;$12.000.000;$2.201.923;$92.618.117
3225;11/13/1981;The Pursuit of D.B. Cooper;$12.000.000;$2.104.164;$2.104.164
3226;3/19/1999;Ravenous;$12.000.000;$2.062.406;$2.062.406
3227;6/14/2002;The Dangerous Lives of Altar Boys;$12.000.000;$1.779.284;$1.779.284
3228;3/1/2013;Stoker;$12.000.000;$1.703.125;$12.034.913
3229;3/7/2008;Married Life;$12.000.000;$1.506.998;$2.975.188
3230;8/5/2005;2046;$12.000.000;$1.442.338;$19.287.485
3231;3/11/2011;Kill the Irishman;$12.000.000;$1.188.194;$1.188.194
3232;9/30/2005;Duma;$12.000.000;$870.067;$994.790
3233;4/20/2012;Darling Companion;$12.000.000;$793.352;$1.200.346
3234;6/4/2010;Ondine;$12.000.000;$550.472;$557.545
3235;7/20/2001;Brother;$12.000.000;$450.594;$450.594
3236;10/4/2002;Welcome to Collinwood;$12.000.000;$378.650;$4.606.284
3237;4/18/2008;Life Before Her Eyes;$12.000.000;$303.439;$7.203.439
3238;10/31/1997;Critical Care;$12.000.000;$220.175;$220.175
3239;9/28/2007;Trade;$12.000.000;$214.202;$1.513.388
3240;1/6/2006;Fateless;$12.000.000;$196.857;$196.857
3241;9/3/2010;San qiang pai an jing qi;$12.000.000;$190.946;$310.946
3242;9/17/1999;Breakfast of Champions;$12.000.000;$178.287;$178.287
3243;3/9/2001;Company Man;$12.000.000;$146.028;$622.273
3244;11/7/2009;Nanjing! Nanjing!;$12.000.000;$122.558;$20.122.558
3245;10/9/2015;Trash;$12.000.000;$17.484;$6.553.186
3246;8/19/2011;5 Days of War;$12.000.000;$17.479;$87.793
3247;11/11/2015;10 Days in a Madhouse;$12.000.000;$14.616;$14.616
3248;4/7/2009;1612;$12.000.000;$0;$5.400.624
3249;12/31/2011;Tu Xia Chuan Qi;$12.000.000;$0;$1.828.400
3250;6/5/2009;Home;$12.000.000;$0;$1.620.056
3251;2/10/2010;Triangle;$12.000.000;$0;$1.595.168
3252;10/19/2013;Supesu Batorushippu Yamato;$12.000.000;$0;$0
3253;10/3/2014;Drive Hard;$12.000.000;$0;$0
3254;10/30/2015;Dancin' It's On;$12.000.000;$0;$0
3255;12/31/2015;San cheng ji;$12.000.000;$0;$0
3256;9/23/2016;The Dressmaker;$11.900.000;$2.022.115;$24.041.617
3257;12/10/1999;Diamonds;$11.900.000;$81.897;$81.897
3258;3/20/1998;Madadayo;$11.900.000;$48.856;$48.856
3259;4/21/1989;Pet Sematary;$11.500.000;$57.469.179;$57.469.179
3260;1/22/2016;Dirty Grandpa;$11.500.000;$35.593.113;$99.930.262
3261;11/27/2009;The Cry of the Owl;$11.500.000;$0;$0
3262;10/9/2009;St. Trinian’s;$11.400.000;$15.000;$29.830.239
3263;5/25/1977;Star Wars Ep. IV: A New Hope;$11.000.000;$460.998.007;$786.598.007
3264;6/8/1984;Gremlins;$11.000.000;$148.168.459;$148.168.459
3265;12/22/1965;Doctor Zhivago;$11.000.000;$111.721.000;$111.859.493
3266;12/10/2010;The Fighter;$11.000.000;$93.617.009;$129.262.388
3267;10/24/2008;High School Musical 3: Senior Year;$11.000.000;$90.559.416;$274.392.880
3268;12/27/1991;Fried Green Tomatoes;$11.000.000;$81.204.830;$81.204.830
3269;9/22/2006;Jackass: Number Two;$11.000.000;$72.778.712;$85.278.712
3270;3/13/1992;My Cousin Vinny;$11.000.000;$52.929.168;$52.929.168
3271;8/22/2014;If I Stay;$11.000.000;$50.474.843;$78.356.170
3272;4/7/1989;Major League;$11.000.000;$49.793.054;$49.793.054
3273;4/4/2003;Phone Booth;$11.000.000;$46.566.212;$97.837.138
3274;1/25/2002;A Walk to Remember;$11.000.000;$41.227.069;$46.060.915
3275;12/29/1995;Dead Man Walking;$11.000.000;$39.387.284;$83.088.295
3276;11/4/2015;Brooklyn;$11.000.000;$38.322.743;$62.076.141
3277;3/5/1999;Cruel Intentions;$11.000.000;$38.230.075;$75.803.716
3278;10/17/2008;The Secret Life of Bees;$11.000.000;$37.770.162;$39.984.023
3279;4/1/2015;Woman in Gold;$11.000.000;$33.307.793;$56.758.138
3280;6/12/1981;History of the World: Part I;$11.000.000;$31.672.000;$31.672.000
3281;10/23/2009;Saw VI;$11.000.000;$27.693.292;$69.752.402
3282;10/12/2001;Corky Romano;$11.000.000;$23.978.402;$25.116.103
3283;8/7/1992;Raising Cain;$11.000.000;$21.171.695;$21.171.695
3284;4/13/1978;F.I.S.T;$11.000.000;$20.388.920;$20.388.920
3285;1/1/1975;Barry Lyndon;$11.000.000;$20.000.000;$20.169.934
3286;1/11/2013;Quartet;$11.000.000;$18.388.357;$56.178.935
3287;11/21/2001;Out Cold;$11.000.000;$13.906.394;$14.786.394
3288;10/13/2000;The Ladies Man;$11.000.000;$13.592.872;$13.719.474
3289;3/30/2001;Tomcats;$11.000.000;$13.558.739;$13.558.739
3290;12/6/2013;Inside Llewyn Davis;$11.000.000;$13.248.209;$32.943.247
3291;4/12/2002;Frailty;$11.000.000;$13.110.448;$19.947.280
3292;2/19/1993;Army of Darkness;$11.000.000;$11.502.976;$21.502.976
3293;11/12/2004;Kinsey;$11.000.000;$10.214.647;$13.000.959
3294;12/25/1993;What's Eating Gilbert Grape;$11.000.000;$9.170.214;$9.170.214
3295;2/1/2002;Slackers;$11.000.000;$4.814.244;$5.942.218
3296;9/26/2003;The Gospel of John;$11.000.000;$4.068.087;$4.234.355
3297;10/10/2004;Vera Drake;$11.000.000;$3.753.806;$13.353.855
3298;1/31/2003;The Guru;$11.000.000;$3.051.221;$24.150.550
3299;12/14/1995;Othello;$11.000.000;$2.844.379;$2.844.379
3300;5/12/1995;The Perez Family;$11.000.000;$2.794.056;$2.794.056
3301;1/1/1970;The Molly Maguires;$11.000.000;$2.200.000;$2.200.000
3302;1/1/1991;Return to the Blue Lagoon;$11.000.000;$2.000.000;$2.000.000
3303;9/7/2007;Romance and Cigarettes;$11.000.000;$551.002;$3.231.251
3304;11/10/2006;Copying Beethoven;$11.000.000;$355.968;$6.586.324
3305;8/26/2011;Brighton Rock;$11.000.000;$229.653;$229.653
3306;11/16/2012;Le prénom;$11.000.000;$61.611;$25.307.405
3307;5/8/2015;La famille Bélier;$11.000.000;$0;$82.438.670
3308;5/4/2012;LOL;$11.000.000;$0;$10.431.506
3309;2/5/2016;Misconduct;$11.000.000;$0;$2.352.511
3310;10/24/2008;Saw V;$10.800.000;$56.746.769;$118.209.778
3311;5/25/2012;Les Intouchables;$10.800.000;$13.182.281;$484.873.045
3312;4/27/2007;Jindabyne;$10.800.000;$399.879;$2.862.544
3313;8/11/2006;Kabhi Alvida Naa Kehna;$10.750.000;$3.275.443;$32.575.443
3314;6/4/1982;Poltergeist;$10.700.000;$74.706.019;$121.706.019
3315;6/18/1999;An Ideal Husband;$10.700.000;$18.542.974;$31.341.183
3316;12/25/2004;Darkness;$10.600.000;$22.163.442;$34.409.206
3317;12/6/2013;The Last Days on Mars;$10.600.000;$24.084;$261.364
3318;6/11/1982;ET: The Extra,Terrestrial;$10.500.000;$435.110.554;$792.965.326
3319;4/2/1968;2001: A Space Odyssey;$10.500.000;$56.700.000;$68.700.000
3320;4/20/2007;In the Land of Women;$10.500.000;$11.052.958;$14.140.402
3321;12/31/1994;There Goes My Baby;$10.500.000;$125.169;$125.169
3322;2/20/2004;The Blue Butterfly;$10.400.000;$1.610.194;$1.610.194
3323;11/2/2001;Le Fabuleux destin d'Amélie Poulain;$10.350.000;$33.201.661;$174.201.661
3324;2/18/1983;Lovesick;$10.100.000;$10.143.618;$10.143.618
3325;4/30/2010;Housefull;$10.100.000;$1.183.658;$18.726.300
3326;8/24/2007;September Dawn;$10.100.000;$1.066.555;$1.066.555
3327;12/5/1997;Good Will Hunting;$10.000.000;$138.433.435;$225.933.435
3328;10/22/2004;The Grudge;$10.000.000;$110.359.362;$187.281.115
3329;8/26/2016;Don’t Breathe;$10.000.000;$89.217.875;$158.185.073
3330;6/26/1981;Stripes;$10.000.000;$85.300.000;$85.300.000
3331;10/27/2006;Saw III;$10.000.000;$80.238.724;$163.876.815
3332;7/1/2016;The Purge: Election Year;$10.000.000;$79.042.440;$118.557.124
3333;8/25/2000;Bring it On;$10.000.000;$68.353.550;$90.453.550
3334;1/29/1999;She's All That;$10.000.000;$63.465.522;$63.465.522
3335;10/26/2007;Saw IV;$10.000.000;$63.300.095;$135.759.694
3336;2/24/2006;Madea's Family Reunion;$10.000.000;$63.257.940;$63.320.521
3337;1/7/2005;White Noise;$10.000.000;$56.094.360;$92.094.360
3338;10/17/1986;The Color of Money;$10.000.000;$52.293.000;$52.293.000
3339;6/5/2015;Insidious Chapter 3;$10.000.000;$52.218.558;$120.678.444
3340;10/2/1992;The Mighty Ducks;$10.000.000;$50.752.337;$50.752.337
3341;11/6/2009;Precious (Based on the Novel Push by Sapphire);$10.000.000;$47.566.524;$68.722.848
3342;5/4/2012;The Best Exotic Marigold Hotel;$10.000.000;$46.383.639;$134.639.780
3343;2/17/1989;Bill & Ted's Excellent Adventure;$10.000.000;$40.485.039;$40.485.039
3344;10/4/1962;The Longest Day;$10.000.000;$39.100.000;$50.100.000
3345;2/16/1996;Happy Gilmore;$10.000.000;$38.623.460;$41.004.412
3346;8/31/2001;Jeepers Creepers;$10.000.000;$37.904.175;$58.939.035
3347;12/11/1968;Oliver!;$10.000.000;$37.402.877;$37.402.877
3348;2/16/2001;Recess: School's Out;$10.000.000;$36.696.761;$44.451.470
3349;7/10/1985;Mad Max Beyond Thunderdome;$10.000.000;$36.230.219;$36.230.219
3350;11/3/1977;Pete’s Dragon;$10.000.000;$36.000.000;$36.000.000
3351;1/22/2016;The Boy;$10.000.000;$35.819.556;$68.220.952
3352;10/4/1985;Commando;$10.000.000;$35.073.978;$35.073.978
3353;5/19/2017;Everything, Everything;$10.000.000;$34.121.140;$45.858.330
3354;9/17/2010;Devil;$10.000.000;$33.679.655;$63.354.114
3355;11/22/2002;Friday After Next;$10.000.000;$33.253.609;$33.526.835
3356;3/6/2015;The Second Best Exotic Marigold Hotel;$10.000.000;$33.078.266;$90.384.306
3357;3/22/1985;The Last Dragon;$10.000.000;$33.000.000;$33.000.000
3358;3/6/1992;The Lawnmower Man;$10.000.000;$32.100.816;$32.100.816
3359;10/3/2008;Nick and Norah's Infinite Playlist;$10.000.000;$31.487.293;$33.886.017
3360;12/19/2003;Calendar Girls;$10.000.000;$31.011.616;$93.074.616
3361;11/12/1999;Dogma;$10.000.000;$30.651.422;$43.948.865
3362;9/20/2002;The Banger Sisters;$10.000.000;$30.306.281;$38.067.218
3363;12/8/2000;Snatch;$10.000.000;$30.093.107;$83.593.107
3364;5/19/1989;Road House;$10.000.000;$30.050.028;$30.050.028
3365;9/9/2016;When the Bough Breaks;$10.000.000;$29.747.603;$30.629.507
3366;6/24/1983;Twilight Zone: The Movie;$10.000.000;$29.500.000;$29.500.000
3367;11/23/1994;A Low Down Dirty Shame;$10.000.000;$29.317.886;$29.317.886
3368;8/30/2013;One Direction: This is Us;$10.000.000;$28.873.374;$68.541.786
3369;10/27/2017;Jigsaw;$10.000.000;$28.836.471;$38.330.719
3370;9/6/2002;Swimfan;$10.000.000;$28.564.995;$34.364.995
3371;10/6/2006;Employee of the Month;$10.000.000;$28.444.855;$38.364.855
3372;8/21/2015;Sinister 2;$10.000.000;$27.740.955;$54.104.225
3373;1/8/2016;The Forest;$10.000.000;$26.594.261;$40.579.218
3374;11/6/2009;The Fourth Kind;$10.000.000;$26.218.170;$49.486.874
3375;3/25/1983;The Outsiders;$10.000.000;$25.697.647;$25.697.647
3376;6/12/1998;Can't Hardly Wait;$10.000.000;$25.358.996;$25.358.996
3377;8/17/2012;Sparkle;$10.000.000;$24.397.469;$24.660.323
3378;10/14/2016;Kevin Hart: What Now?;$10.000.000;$23.591.043;$23.591.043
3379;4/26/2013;Mud;$10.000.000;$21.590.086;$31.556.959
3380;11/12/2010;Skyline;$10.000.000;$21.416.355;$78.693.371
3381;9/16/2016;Blair Witch;$10.000.000;$20.777.061;$37.493.221
3382;10/21/1983;The Dead Zone;$10.000.000;$20.766.000;$20.766.000
3383;2/2/2001;Valentine;$10.000.000;$20.384.136;$20.384.136
3384;6/9/2006;A Prairie Home Companion;$10.000.000;$20.342.852;$26.716.191
3385;2/23/2007;Reno 911!: Miami;$10.000.000;$20.342.161;$21.851.362
3386;7/24/1998;Jane Austen's Mafia;$10.000.000;$19.843.795;$30.143.795
3387;10/23/2015;Paranormal Activity: The Ghost Dimension;$10.000.000;$18.297.124;$78.096.553
3388;2/25/1994;Sugar Hill;$10.000.000;$18.272.447;$18.423.914
3389;6/20/2008;Kit Kittredge: An American Girl;$10.000.000;$17.657.973;$17.657.973
3390;9/27/1985;Invasion U.S.A.;$10.000.000;$17.536.256;$17.536.256
3391;9/23/2005;Roll Bounce;$10.000.000;$17.380.866;$17.433.072
3392;12/11/1998;Rushmore;$10.000.000;$17.105.219;$19.080.435
3393;1/19/1990;Tremors;$10.000.000;$16.667.084;$16.667.084
3394;6/17/2005;The Perfect Man;$10.000.000;$16.535.005;$19.535.005
3395;8/3/1990;Mo' Better Blues;$10.000.000;$16.153.000;$16.153.000
3396;1/25/2002;Kung Pow: Enter the Fist;$10.000.000;$16.033.556;$17.033.556
3397;10/7/2016;The Birth of a Nation;$10.000.000;$15.861.566;$16.847.879
3398;5/30/2003;Wrong Turn;$10.000.000;$15.417.771;$28.649.556
3399;5/16/1980;The Long Riders;$10.000.000;$15.198.912;$15.198.912
3400;3/12/1999;The Corruptor;$10.000.000;$15.164.492;$15.164.492
3401;8/14/2009;The Goods: Live Hard, Sell Hard;$10.000.000;$15.122.676;$15.297.318
3402;11/23/2011;My Week with Marilyn;$10.000.000;$14.597.405;$34.240.572
3403;12/25/2014;Big Eyes;$10.000.000;$14.482.031;$27.317.872
3404;6/28/2002;Hey Arnold! The Movie;$10.000.000;$13.684.949;$13.684.949
3405;12/30/2005;The Matador;$10.000.000;$12.589.255;$17.300.838
3406;3/14/1997;Love Jones;$10.000.000;$12.554.569;$12.554.569
3407;12/19/2000;The Gift;$10.000.000;$12.008.642;$44.567.606
3408;1/20/2006;End of the Spear;$10.000.000;$11.748.661;$11.924.041
3409;3/9/2001;Get Over It;$10.000.000;$11.560.259;$19.860.259
3410;2/19/1999;Office Space;$10.000.000;$10.827.813;$12.179.708
3411;7/23/1999;Drop Dead Gorgeous;$10.000.000;$10.571.408;$10.571.408
3412;4/3/1998;The Spanish Prisoner;$10.000.000;$10.162.034;$13.835.130
3413;6/11/1999;Le Violon rouge;$10.000.000;$10.019.109;$10.019.109
3414;11/25/1998;Very Bad Things;$10.000.000;$9.949.470;$21.094.974
3415;7/9/2004;Sleepover;$10.000.000;$9.408.183;$9.408.183
3416;1/25/2013;Movie 43;$10.000.000;$8.840.453;$31.164.747
3417;10/26/1984;Body Double;$10.000.000;$8.801.940;$8.801.940
3418;5/21/2010;MacGruber;$10.000.000;$8.525.600;$8.629.895
3419;7/18/2003;Dirty Pretty Things;$10.000.000;$8.112.414;$14.156.753
3420;3/14/2014;Bad Words;$10.000.000;$7.779.614;$7.843.145
3421;3/27/2015;While We're Young;$10.000.000;$7.582.065;$13.423.176
3422;2/1/2008;Over Her Dead Body;$10.000.000;$7.570.127;$21.596.074
3423;10/24/2001;Bones;$10.000.000;$7.316.658;$8.378.853
3424;6/22/2012;Seeking a Friend for the End of the World;$10.000.000;$7.078.738;$11.766.959
3425;12/1/2006;Turistas;$10.000.000;$7.027.762;$14.321.070
3426;11/11/2016;Shut In;$10.000.000;$6.900.335;$11.361.962
3427;2/11/2011;Cedar Rapids;$10.000.000;$6.861.102;$7.862.131
3428;11/30/2012;The Collection;$10.000.000;$6.810.754;$8.890.094
3429;10/30/1998;American History X;$10.000.000;$6.719.864;$6.719.864
3430;1/16/2004;Teacher's Pet: The Movie;$10.000.000;$6.491.969;$6.491.969
3431;10/15/1999;The Straight Story;$10.000.000;$6.197.866;$6.197.866
3432;5/3/2002;Deuces Wild;$10.000.000;$6.044.618;$6.244.618
3433;3/28/2008;Run, Fatboy, Run;$10.000.000;$6.003.262;$33.512.260
3434;12/18/1981;Heartbeeps;$10.000.000;$6.000.000;$6.000.000
3435;3/20/2015;Danny Collins;$10.000.000;$5.637.066;$7.501.132
3436;7/4/2007;Rescue Dawn;$10.000.000;$5.490.423;$7.037.886
3437;4/5/2000;Black and White;$10.000.000;$5.241.315;$5.241.315
3438;6/18/2010;Io sono l’amore;$10.000.000;$5.005.465;$15.132.211
3439;10/26/2001;On the Line;$10.000.000;$4.365.455;$4.690.802
3440;3/16/2012;Jeff, Who Lives at Home;$10.000.000;$4.269.426;$4.708.127
3441;3/30/2016;Everybody Wants Some;$10.000.000;$3.400.278;$5.437.126
3442;10/4/1996;Crash;$10.000.000;$3.357.324;$3.357.324
3443;10/12/2012;Atlas Shrugged: Part II;$10.000.000;$3.336.053;$3.336.053
3444;2/4/1994;Romeo Is Bleeding;$10.000.000;$3.275.585;$3.275.585
3445;10/8/1999;The Limey;$10.000.000;$3.193.102;$6.030.047
3446;11/14/2014;Rosewater;$10.000.000;$3.128.941;$3.168.858
3447;12/22/2000;The House of Mirth;$10.000.000;$3.041.803;$5.149.131
3448;5/1/1987;Malone;$10.000.000;$3.000.000;$3.000.000
3449;6/2/2006;Peaceful Warrior;$10.000.000;$2.893.666;$3.260.179
3450;9/9/2011;Bucky Larson: Born to Be a Star;$10.000.000;$2.529.395;$2.529.395
3451;10/6/2000;Bamboozled;$10.000.000;$2.185.266;$2.373.937
3452;2/11/1981;Sphinx;$10.000.000;$2.000.000;$11.400.000
3453;5/3/2013;The Iceman;$10.000.000;$1.930.282;$3.623.609
3454;4/21/2017;Free Fire;$10.000.000;$1.799.322;$3.793.754
3455;6/24/2011;A Better Life;$10.000.000;$1.759.252;$1.884.251
3456;2/28/2003;Spider;$10.000.000;$1.641.788;$1.641.788
3457;2/4/2000;Gun Shy;$10.000.000;$1.638.202;$1.638.202
3458;12/27/2002;Nicholas Nickleby;$10.000.000;$1.562.800;$1.562.800
3459;4/16/2010;The Joneses;$10.000.000;$1.475.746;$3.541.565
3460;6/23/2006;Krrish;$10.000.000;$1.430.721;$32.430.721
3461;7/27/2012;Killer Joe;$10.000.000;$1.291.645;$4.659.110
3462;8/11/2000;Cecil B. Demented;$10.000.000;$1.276.984;$1.953.882
3463;3/21/2014;50 to 1;$10.000.000;$1.069.454;$1.069.454
3464;5/2/2003;Owning Mahowny;$10.000.000;$1.011.054;$1.011.054
3465;10/19/2007;The Ten Commandments;$10.000.000;$952.820;$1.051.907
3466;9/7/2007;The Brothers Solomon;$10.000.000;$900.926;$900.926
